- - - XXZ 4 qubits output qDRIFT signals, epsilon= 0.1  - - - 
Seed: 1925704941  Run: 6  Samples:  32000   Time:    0.59798598
dt   Re(C(t))    Im(C(t))
0.0000     0.999999    -0.000833
0.0253     0.978360    -0.196291
0.0505     0.907771    -0.392647
0.0758     0.794583    -0.564334
0.1010     0.652315    -0.695737
0.1263     0.495850    -0.791261
0.1515     0.312397    -0.850508
0.1768     0.130295    -0.863307
0.2020     -0.051312    -0.835160
0.2273     -0.218696    -0.770156
0.2525     -0.335070    -0.675243
0.2778     -0.437951    -0.556443
0.3030     -0.493954    -0.435168
0.3283     -0.529760    -0.300487
0.3535     -0.532795    -0.177826
0.3788     -0.507806    -0.062707
0.4040     -0.463132    0.030891
0.4293     -0.401807    0.107368
0.4545     -0.330970    0.162295
0.4798     -0.255069    0.193183
0.5051     -0.189023    0.201069
0.5303     -0.124159    0.191348
0.5556     -0.076925    0.173468
0.5808     -0.039884    0.146915
0.6061     -0.014500    0.116734
0.6313     0.001397    0.087610
0.6566     0.009546    0.065117
0.6818     0.007848    0.047171
0.7071     0.002440    0.034380
0.7323     -0.001650    0.029303
0.7576     -0.003343    0.027365
0.7828     0.001707    0.026368
0.8081     0.011282    0.023611
0.8333     0.023111    0.015377
0.8586     0.036166    0.001791
0.8838     0.048784    -0.019658
0.9091     0.055348    -0.048891
0.9343     0.054618    -0.087695
0.9596     0.038750    -0.127026
0.9848     0.012093    -0.168280
1.0101     -0.029853    -0.206693
1.0354     -0.086357    -0.235019
1.0606     -0.156131    -0.243548
1.0859     -0.233181    -0.233822
1.1111     -0.316063    -0.204643
1.1364     -0.393155    -0.149571
1.1616     -0.461817    -0.073464
1.1869     -0.520027    0.025008
1.2121     -0.548976    0.147815
1.2374     -0.546757    0.285749
1.2626     -0.520477    0.418053
1.2879     -0.452449    0.551609
1.3131     -0.358992    0.665005
1.3384     -0.232471    0.762757
1.3636     -0.067975    0.832836
1.3889     0.110303    0.862648
1.4141     0.285514    0.854300
1.4394     0.460248    0.803194
1.4646     0.621014    0.716028
1.4899     0.771955    0.577135
1.5152     0.883974    0.410634
1.5404     0.956198    0.222341
1.5657     0.983504    0.036274
1.5909     0.967901    -0.162141
1.6162     0.909675    -0.350324
1.6414     0.814110    -0.511635
1.6667     0.682018    -0.648345
1.6919     0.536522    -0.748057
1.7172     0.364560    -0.812674
1.7424     0.187377    -0.840192
1.7677     0.009669    -0.823207
1.7929     -0.149039    -0.769351
1.8182     -0.282165    -0.684409
1.8434     -0.394892    -0.571571
1.8687     -0.468081    -0.444437
1.8939     -0.507538    -0.317153
1.9192     -0.519727    -0.188664
1.9444     -0.494931    -0.073554
1.9697     -0.451037    0.026027
1.9949     -0.384911    0.101511
2.0202     -0.312796    0.154782
2.0455     -0.236939    0.181680
2.0707     -0.166539    0.188164
2.0960     -0.102970    0.180794
2.1212     -0.055213    0.159424
2.1465     -0.018183    0.127110
2.1717     0.003052    0.092741
2.1970     0.011354    0.062162
2.2222     0.009764    0.037135
2.2475     0.000927    0.018010
2.2727     -0.009284    0.008868
2.2980     -0.017743    0.008020
2.3232     -0.022259    0.012300
2.3485     -0.020160    0.018876
2.3737     -0.012969    0.025187
2.3990     -0.000231    0.026412
2.4242     0.017263    0.021265
2.4495     0.033997    0.008092
2.4747     0.050130    -0.016728
2.5000     0.061107    -0.049649
