        time          w0          w1          w2          w3          w4          w5          w6          w7          w8          w9
   35.700000    0.000000    0.838771    0.004476    0.051231    0.009925    0.089016    0.006369    0.000194    0.000011    0.000006
   35.800000    0.000000    0.833345    0.004036    0.055872    0.010068    0.089988    0.006462    0.000209    0.000011    0.000009
   35.900000    0.000000    0.829976    0.003934    0.059019    0.010274    0.090077    0.006479    0.000216    0.000012    0.000012
   36.000000    0.000000    0.828434    0.004175    0.060205    0.010494    0.090016    0.006432    0.000216    0.000012    0.000014
   36.100000    0.000000    0.827754    0.004558    0.060225    0.010739    0.090129    0.006357    0.000210    0.000012    0.000015
   36.200000    0.000000    0.826368    0.005026    0.060672    0.010998    0.090419    0.006286    0.000205    0.000012    0.000014
   36.300000    0.000000    0.822697    0.005723    0.062872    0.011263    0.090961    0.006260    0.000200    0.000012    0.000012
   36.400000    0.000000    0.815863    0.006682    0.067187    0.011563    0.092175    0.006317    0.000192    0.000012    0.000010
   36.500000    0.000000    0.806077    0.007618    0.072782    0.012018    0.094849    0.006451    0.000183    0.000012    0.000010
   36.600000    0.000000    0.794383    0.008184    0.077972    0.012782    0.099834    0.006645    0.000180    0.000011    0.000010
   36.700000    0.000000    0.781978    0.008301    0.081219    0.013802    0.107616    0.006880    0.000184    0.000010    0.000011
   36.800000    0.000000    0.769658    0.008159    0.082223    0.014651    0.117954    0.007144    0.000191    0.000009    0.000011
   36.900000    0.000000    0.757673    0.007965    0.082173    0.014869    0.129680    0.007421    0.000195    0.000010    0.000011
   37.000000    0.000000    0.746008    0.007775    0.082915    0.014459    0.140924    0.007702    0.000193    0.000012    0.000012
   37.100000    0.000000    0.734791    0.007490    0.085794    0.013908    0.149831    0.007969    0.000192    0.000011    0.000014
   37.200000    0.000000    0.724544    0.007007    0.090946    0.013638    0.155452    0.008194    0.000195    0.000010    0.000015
   37.300000    0.000000    0.716079    0.006428    0.097178    0.013685    0.158046    0.008358    0.000202    0.000010    0.000014
   37.400000    0.000000    0.710122    0.006057    0.102556    0.013862    0.158720    0.008452    0.000207    0.000012    0.000012
   37.500000    0.000000    0.706866    0.006102    0.105601    0.014029    0.158684    0.008488    0.000208    0.000012    0.000010
   37.600000    0.000000    0.705651    0.006451    0.106330    0.014233    0.158636    0.008477    0.000203    0.000010    0.000009
   37.700000    0.000000    0.704921    0.006886    0.106313    0.014434    0.158786    0.008448    0.000195    0.000009    0.000010
   37.800000    0.000000    0.702663    0.007413    0.107491    0.014669    0.159129    0.008426    0.000189    0.000010    0.000010
   37.900000    0.000000    0.697222    0.008186    0.111093    0.014935    0.159908    0.008447    0.000187    0.000010    0.000012
   38.000000    0.000000    0.688039    0.009139    0.116968    0.015280    0.161832    0.008530    0.000189    0.000010    0.000014
   38.100000    0.000000    0.675799    0.009925    0.123635    0.015836    0.165900    0.008691    0.000190    0.000010    0.000015
   38.200000    0.000000    0.661881    0.010258    0.129050    0.016710    0.172955    0.008930    0.000190    0.000010    0.000016
   38.300000    0.000000    0.647574    0.010163    0.131887    0.017712    0.183212    0.009237    0.000190    0.000010    0.000016
   38.400000    0.000000    0.633586    0.009862    0.132469    0.018359    0.195918    0.009590    0.000190    0.000010    0.000016
   38.500000    0.000000    0.620071    0.009540    0.132543    0.018306    0.209347    0.009980    0.000188    0.000010    0.000016
   38.600000    0.000000    0.607027    0.009218    0.134097    0.017747    0.221320    0.010379    0.000186    0.000009    0.000016
   38.700000    0.000000    0.594729    0.008795    0.138208    0.017200    0.230104    0.010750    0.000190    0.000008    0.000016
   38.800000    0.000000    0.583875    0.008216    0.144495    0.016989    0.235160    0.011041    0.000201    0.000007    0.000016
   38.900000    0.000000    0.575355    0.007639    0.151281    0.017064    0.237204    0.011219    0.000214    0.000007    0.000017
   39.000000    0.000000    0.569784    0.007343    0.156504    0.017273    0.237578    0.011270    0.000225    0.000007    0.000018
   39.100000    0.000000    0.567056    0.007430    0.159041    0.017487    0.237516    0.011217    0.000227    0.000008    0.000019
   39.200000    0.000000    0.566105    0.007722    0.159465    0.017707    0.237640    0.011110    0.000223    0.000008    0.000020
   39.300000    0.000000    0.565010    0.008096    0.159686    0.017934    0.238021    0.011005    0.000220    0.000008    0.000020
   39.400000    0.000000    0.561669    0.008629    0.161686    0.018144    0.238665    0.010964    0.000217    0.000008    0.000018
   39.500000    0.000000    0.554670    0.009426    0.166361    0.018345    0.239928    0.011030    0.000215    0.000008    0.000017
   39.600000    0.000000    0.543903    0.010298    0.173067    0.018619    0.242654    0.011216    0.000219    0.000008    0.000016
   39.700000    0.000000    0.530438    0.010872    0.179918    0.019129    0.247877    0.011517    0.000226    0.000007    0.000016
   39.800000    0.000000    0.515792    0.010962    0.184844    0.019916    0.256317    0.011912    0.000234    0.000006    0.000017
   39.900000    0.000000    0.501147    0.010692    0.186958    0.020678    0.267890    0.012369    0.000243    0.000005    0.000018
   40.000000    0.000000    0.487016    0.010295    0.187187    0.020927    0.281447    0.012855    0.000248    0.000006    0.000018
   40.100000    0.000000    0.473435    0.009894    0.187604    0.020502    0.294954    0.013336    0.000250    0.000006    0.000018
   40.200000    0.000000    0.460441    0.009445    0.190068    0.019776    0.306213    0.013781    0.000250    0.000006    0.000019
   40.300000    0.000000    0.448459    0.008838    0.195190    0.019251    0.313823    0.014160    0.000253    0.000006    0.000020
   40.400000    0.000000    0.438308    0.008101    0.202031    0.019098    0.317734    0.014444    0.000256    0.000006    0.000022
   40.500000    0.000000    0.430841    0.007483    0.208579    0.019169    0.319013    0.014625    0.000261    0.000006    0.000023
   40.600000    0.000000    0.426447    0.007250    0.212921    0.019292    0.319081    0.014715    0.000265    0.000006    0.000023
   40.700000    0.000000    0.424658    0.007388    0.214526    0.019418    0.318978    0.014739    0.000265    0.000006    0.000022
   40.800000    0.000000    0.424040    0.007669    0.214627    0.019566    0.319080    0.014729    0.000261    0.000006    0.000021
   40.900000    0.000000    0.422530    0.008002    0.215334    0.019709    0.319407    0.014732    0.000260    0.000006    0.000021
   41.000000    0.000000    0.418242    0.008528    0.218227    0.019857    0.320074    0.014784    0.000260    0.000006    0.000021
   41.100000    0.000000    0.410252    0.009280    0.223606    0.020024    0.321624    0.014921    0.000264    0.000006    0.000023
   41.200000    0.000000    0.398946    0.009985    0.230331    0.020308    0.324978    0.015150    0.000271    0.000007    0.000025
   41.300000    0.000000    0.385628    0.010303    0.236413    0.020850    0.331009    0.015481    0.000281    0.000007    0.000027
   41.400000    0.000000    0.371724    0.010157    0.240193    0.021597    0.340102    0.015897    0.000296    0.000007    0.000028
   41.500000    0.000000    0.358157    0.009733    0.241458    0.022150    0.351790    0.016364    0.000314    0.000007    0.000028
   41.600000    0.000000    0.345228    0.009252    0.241560    0.022082    0.364659    0.016855    0.000331    0.000007    0.000026
   41.700000    0.000000    0.332927    0.008790    0.242456    0.021414    0.376706    0.017336    0.000340    0.000006    0.000025
   41.800000    0.000000    0.321376    0.008268    0.245504    0.020626    0.386096    0.017756    0.000344    0.000006    0.000024
   41.900000    0.000000    0.311068    0.007589    0.250787    0.020143    0.391972    0.018065    0.000347    0.000006    0.000024
   42.000000    0.000000    0.302743    0.006826    0.257089    0.020018    0.394713    0.018231    0.000350    0.000006    0.000025
   42.100000    0.000000    0.297016    0.006244    0.262532    0.020108    0.395465    0.018251    0.000354    0.000006    0.000026
   42.200000    0.000000    0.293970    0.006030    0.265753    0.020185    0.395516    0.018158    0.000353    0.000007    0.000027
   42.300000    0.000000    0.292904    0.006096    0.266734    0.020249    0.395631    0.018002    0.000350    0.000008    0.000028
   42.400000    0.000000    0.292343    0.006252    0.266887    0.020307    0.395985    0.017845    0.000345    0.000008    0.000028
   42.500000    0.000000    0.290457    0.006512    0.267984    0.020360    0.396556    0.017751    0.000344    0.000009    0.000028
   42.600000    0.000000    0.285788    0.007031    0.271143    0.020388    0.397499    0.017768    0.000346    0.000010    0.000027
   42.700000    0.000000    0.277905    0.007748    0.276252    0.020440    0.399354    0.017909    0.000357    0.000011    0.000025
   42.800000    0.000000    0.267500    0.008324    0.282049    0.020644    0.402904    0.018170    0.000374    0.000012    0.000023
   42.900000    0.000000    0.255863    0.008466    0.286795    0.021122    0.408798    0.018527    0.000394    0.000013    0.000022
   43.000000    0.000000    0.244165    0.008193    0.289370    0.021698    0.417171    0.018956    0.000412    0.000014    0.000021
   43.100000    0.000000    0.233032    0.007721    0.290039    0.021935    0.427387    0.019423    0.000426    0.000015    0.000021
   43.200000    0.000000    0.222590    0.007228    0.290227    0.021509    0.438084    0.019887    0.000434    0.000018    0.000022
   43.300000    0.000000    0.212815    0.006729    0.291498    0.020623    0.447538    0.020317    0.000437    0.000019    0.000024
   43.400000    0.000000    0.203873    0.006122    0.294652    0.019798    0.454400    0.020673    0.000438    0.000017    0.000027
   43.500000    0.000000    0.196217    0.005355    0.299372    0.019356    0.458281    0.020932    0.000442    0.000016    0.000029
   43.600000    0.000000    0.190393    0.004585    0.304412    0.019238    0.459797    0.021080    0.000450    0.000016    0.000029
   43.700000    0.000000    0.186723    0.004089    0.308269    0.019250    0.460035    0.021131    0.000459    0.000016    0.000029
   43.800000    0.000000    0.185039    0.003963    0.310156    0.019294    0.459927    0.021113    0.000464    0.000015    0.000028
   43.900000    0.000000    0.184565    0.004028    0.310541    0.019347    0.459948    0.021063    0.000467    0.000014    0.000027
   44.000000    0.000000    0.184003    0.004143    0.310758    0.019422    0.460143    0.021023    0.000469    0.000012    0.000027
   44.100000    0.000000    0.181942    0.004408    0.312112    0.019470    0.460520    0.021040    0.000469    0.000011    0.000028
   44.200000    0.000000    0.177504    0.004955    0.315087    0.019497    0.461300    0.021142    0.000474    0.000011    0.000029
   44.300000    0.000000    0.170735    0.005624    0.319254    0.019564    0.462957    0.021337    0.000487    0.000011    0.000030
   44.400000    0.000000    0.162465    0.006055    0.323471    0.019825    0.466013    0.021621    0.000506    0.000012    0.000032
   44.500000    0.000000    0.153764    0.006055    0.326502    0.020335    0.470801    0.021966    0.000529    0.000012    0.000034
   44.600000    0.000000    0.145412    0.005735    0.327849    0.020816    0.477241    0.022343    0.000555    0.000013    0.000035
   44.700000    0.000000    0.137724    0.005319    0.328076    0.020819    0.484716    0.022717    0.000580    0.000013    0.000034
   44.800000    0.000000    0.130710    0.004929    0.328335    0.020189    0.492138    0.023061    0.000591    0.000014    0.000033
   44.900000    0.000000    0.124360    0.004515    0.329567    0.019273    0.498307    0.023341    0.000590    0.000014    0.000032
   45.000000    0.000000    0.118820    0.003950    0.332047    0.018573    0.502461    0.023525    0.000579    0.000013    0.000032
   45.100000    0.000000    0.114363    0.003220    0.335346    0.018270    0.504604    0.023589    0.000563    0.000013    0.000032
   45.200000    0.000000    0.111221    0.002530    0.338543    0.018221    0.505359    0.023532    0.000548    0.000014    0.000032
   45.300000    0.000000    0.109432    0.002126    0.340725    0.018241    0.505517    0.023377    0.000535    0.000014    0.000032
   45.400000    0.000000    0.108738    0.002020    0.341632    0.018266    0.505606    0.023165    0.000525    0.000015    0.000033
   45.500000    0.000000    0.108544    0.002035    0.341808    0.018292    0.505812    0.022941    0.000519    0.000015    0.000034
   45.600000    0.000000    0.108007    0.002118    0.342126    0.018330    0.506099    0.022750    0.000523    0.000014    0.000034
   45.700000    0.000000    0.106326    0.002441    0.343187    0.018352    0.506485    0.022630    0.000533    0.000013    0.000033
   45.800000    0.000000    0.103156    0.003071    0.345085    0.018380    0.507116    0.022602    0.000547    0.000014    0.000030
   45.900000    0.000000    0.098777    0.003755    0.347458    0.018509    0.508222    0.022675    0.000560    0.000016    0.000028
   46.000000    0.000000    0.093878    0.004148    0.349628    0.018871    0.510020    0.022837    0.000573    0.000017    0.000027
   46.100000    0.000000    0.089132    0.004146    0.350994    0.019420    0.512615    0.023066    0.000582    0.000019    0.000027
   46.200000    0.000000    0.084921    0.003907    0.351484    0.019769    0.515965    0.023316    0.000592    0.000019    0.000027
   46.300000    0.000000    0.081338    0.003623    0.351573    0.019516    0.519745    0.023558    0.000600    0.000019    0.000028
   46.400000    0.000000    0.078355    0.003350    0.351822    0.018697    0.523359    0.023766    0.000605    0.000018    0.000029
   46.500000    0.000000    0.075957    0.002992    0.352519    0.017774    0.526186    0.023921    0.000606    0.000017    0.000029
   46.600000    0.000000    0.074165    0.002438    0.353645    0.017193    0.527912    0.023997    0.000604    0.000017    0.000029
   46.700000    0.000000    0.072962    0.001754    0.354967    0.017014    0.528653    0.024006    0.000600    0.000017    0.000028
   46.800000    0.000000    0.072252    0.001193    0.356096    0.017042    0.528819    0.023955    0.000599    0.000017    0.000027
   46.900000    0.000000    0.071907    0.000939    0.356726    0.017131    0.528782    0.023875    0.000598    0.000016    0.000026
   47.000000    0.000000    0.071798    0.000904    0.356904    0.017244    0.528722    0.023790    0.000594    0.000017    0.000026
   47.100000    0.000000    0.071744    0.000922    0.356933    0.017377    0.528673    0.023720    0.000589    0.000018    0.000025
   47.200000    0.000000    0.071482    0.001047    0.357033    0.017510    0.528617    0.023684    0.000583    0.000019    0.000025
   47.300000    0.000000    0.070802    0.001476    0.357226    0.017628    0.528541    0.023701    0.000584    0.000017    0.000025
   47.400000    0.000000    0.069745    0.002180    0.357492    0.017753    0.528425    0.023777    0.000588    0.000014    0.000025
   47.500000    0.000000    0.068617    0.002841    0.357802    0.018008    0.528189    0.023910    0.000593    0.000013    0.000025
   47.600000    0.000000    0.067788    0.003177    0.358055    0.018508    0.527734    0.024094    0.000605    0.000013    0.000026
   47.700000    0.000000    0.067480    0.003197    0.358169    0.019091    0.527109    0.024289    0.000626    0.000013    0.000026
   47.800000    0.000000    0.067741    0.003091    0.358196    0.019323    0.526496    0.024463    0.000652    0.000012    0.000026
   47.900000    0.000000    0.068533    0.003007    0.358181    0.018923    0.526054    0.024587    0.000676    0.000012    0.000027
   48.000000    0.000000    0.069811    0.002924    0.358004    0.018104    0.525788    0.024654    0.000677    0.000012    0.000028
   48.100000    0.000000    0.071482    0.002697    0.357489    0.017377    0.525612    0.024641    0.000660    0.000013    0.000029
   48.200000    0.000000    0.073324    0.002235    0.356692    0.017042    0.525482    0.024547    0.000635    0.000014    0.000030
   48.300000    0.000000    0.074977    0.001660    0.355863    0.017018    0.525430    0.024396    0.000610    0.000016    0.000031
   48.400000    0.000000    0.076102    0.001233    0.355223    0.017095    0.525498    0.024206    0.000595    0.000016    0.000031
   48.500000    0.000000    0.076611    0.001068    0.354868    0.017181    0.525626    0.024013    0.000585    0.000016    0.000031
   48.600000    0.000000    0.076734    0.001040    0.354774    0.017278    0.525724    0.023825    0.000579    0.000016    0.000030
   48.700000    0.000000    0.076864    0.001053    0.354689    0.017399    0.525720    0.023649    0.000582    0.000016    0.000028
   48.800000    0.000000    0.077345    0.001260    0.354155    0.017557    0.525568    0.023483    0.000590    0.000015    0.000027
   48.900000    0.000000    0.078419    0.001834    0.352878    0.017761    0.525139    0.023329    0.000598    0.000014    0.000027
   49.000000    0.000000    0.080259    0.002648    0.351060    0.018041    0.524144    0.023207    0.000600    0.000015    0.000026
   49.100000    0.000000    0.082953    0.003351    0.349240    0.018525    0.522164    0.023126    0.000599    0.000017    0.000026
   49.200000    0.000000    0.086447    0.003728    0.347896    0.019236    0.518967    0.023081    0.000603    0.000017    0.000026
   49.300000    0.000000    0.090570    0.003850    0.347230    0.019885    0.514756    0.023053    0.000613    0.000016    0.000027
   49.400000    0.000000    0.095165    0.003901    0.347062    0.020023    0.510156    0.023031    0.000620    0.000014    0.000028
   49.500000    0.000000    0.100156    0.003966    0.346808    0.019514    0.505902    0.022997    0.000615    0.000013    0.000029
   49.600000    0.000000    0.105466    0.003966    0.345737    0.018722    0.502531    0.022937    0.000598    0.000013    0.000029
   49.700000    0.000000    0.110834    0.003757    0.343537    0.018149    0.500256    0.022844    0.000581    0.000013    0.000030
   49.800000    0.000000    0.115721    0.003308    0.340637    0.017983    0.499011    0.022725    0.000572    0.000013    0.000030
   49.900000    0.000000    0.119464    0.002812    0.337879    0.018082    0.498539    0.022608    0.000572    0.000015    0.000030
   50.000000    0.000000    0.121655    0.002507    0.335973    0.018258    0.498459    0.022528    0.000574    0.000015    0.000030
